DATE,VALUE
2008-11-11,898.95
2008-11-12,852.30
2008-11-13,911.29
2008-11-14,873.29
2008-11-17,850.75
2008-11-18,859.12
2008-11-19,806.58
2008-11-20,752.44
2008-11-21,800.03
2008-11-24,851.81
2008-11-25,857.39
2008-11-26,887.68
2008-11-27,.
2008-11-28,896.24
2008-12-01,816.21
2008-12-02,848.81
2008-12-03,870.74
2008-12-04,845.22
2008-12-05,876.07
2008-12-08,909.70
2008-12-09,888.67
2008-12-10,899.24
2008-12-11,873.59
2008-12-12,879.73
2008-12-15,868.57
2008-12-16,913.18
2008-12-17,904.42
2008-12-18,885.28
2008-12-19,887.88
2008-12-22,871.63
2008-12-23,863.16
2008-12-24,868.15
2008-12-25,.
2008-12-26,872.80
2008-12-29,869.42
2008-12-30,890.64
2008-12-31,903.25
2009-01-01,.
2009-01-02,931.80
2009-01-05,927.45
2009-01-06,934.70
2009-01-07,906.65
2009-01-08,909.73
2009-01-09,890.35
2009-01-12,870.26
2009-01-13,871.79
2009-01-14,842.62
2009-01-15,843.74
2009-01-16,850.12
2009-01-19,.
2009-01-20,805.22
2009-01-21,840.24
2009-01-22,827.50
2009-01-23,831.95
2009-01-26,836.57
2009-01-27,845.71
2009-01-28,874.09
2009-01-29,845.14
2009-01-30,825.88
2009-02-02,825.44
2009-02-03,838.51
2009-02-04,832.23
2009-02-05,845.85
2009-02-06,868.60
2009-02-09,869.89
2009-02-10,827.16
2009-02-11,833.74
2009-02-12,835.19
2009-02-13,826.84
2009-02-16,.
2009-02-17,789.17
2009-02-18,788.42
2009-02-19,778.94
2009-02-20,770.05
2009-02-23,743.33
2009-02-24,773.14
2009-02-25,764.90
2009-02-26,752.83
2009-02-27,735.09
2009-03-02,700.82
2009-03-03,696.33
2009-03-04,712.87
2009-03-05,682.55
2009-03-06,683.38
2009-03-09,676.53
2009-03-10,719.60
2009-03-11,721.36
2009-03-12,750.74
2009-03-13,756.55
2009-03-16,753.89
2009-03-17,778.12
2009-03-18,794.35
2009-03-19,784.04
2009-03-20,768.54
2009-03-23,822.92
2009-03-24,806.12
2009-03-25,813.88
2009-03-26,832.86
2009-03-27,815.94
2009-03-30,787.53
2009-03-31,797.87
2009-04-01,811.08
2009-04-02,834.38
2009-04-03,842.50
2009-04-06,835.48
2009-04-07,815.55
2009-04-08,825.16
2009-04-09,856.56
2009-04-10,.
2009-04-13,858.73
2009-04-14,841.50
2009-04-15,852.06
2009-04-16,865.30
2009-04-17,869.60
2009-04-20,832.39
2009-04-21,850.08
2009-04-22,843.55
2009-04-23,851.92
2009-04-24,866.23
2009-04-27,857.51
2009-04-28,855.16
2009-04-29,873.64
2009-04-30,872.81
2009-05-01,877.52
2009-05-04,907.24
2009-05-05,903.80
2009-05-06,919.53
2009-05-07,907.39
2009-05-08,929.23
2009-05-11,909.24
2009-05-12,908.35
2009-05-13,883.92
2009-05-14,893.07
2009-05-15,882.88
2009-05-18,909.71
2009-05-19,908.13
2009-05-20,903.47
2009-05-21,888.33
2009-05-22,887.00
2009-05-25,.
2009-05-26,910.33
2009-05-27,893.06
2009-05-28,906.83
2009-05-29,919.14
2009-06-01,942.87
2009-06-02,944.74
2009-06-03,931.76
2009-06-04,942.46
2009-06-05,940.09
2009-06-08,939.14
2009-06-09,942.43
2009-06-10,939.15
2009-06-11,944.89
2009-06-12,946.21
2009-06-15,923.72
2009-06-16,911.97
2009-06-17,910.71
2009-06-18,918.37
2009-06-19,921.23
2009-06-22,893.04
2009-06-23,895.10
2009-06-24,900.94
2009-06-25,920.26
2009-06-26,918.90
2009-06-29,927.23
2009-06-30,919.32
2009-07-01,923.33
2009-07-02,896.42
2009-07-03,.
2009-07-06,898.72
2009-07-07,881.03
2009-07-08,879.56
2009-07-09,882.68
2009-07-10,879.13
2009-07-13,901.05
2009-07-14,905.84
2009-07-15,932.68
2009-07-16,940.74
2009-07-17,940.38
2009-07-20,951.13
2009-07-21,954.58
2009-07-22,954.07
2009-07-23,976.29
2009-07-24,979.26
2009-07-27,982.18
2009-07-28,979.62
2009-07-29,975.15
2009-07-30,986.75
2009-07-31,987.48
2009-08-03,1002.63
2009-08-04,1005.65
2009-08-05,1002.72
2009-08-06,997.08
2009-08-07,1010.48
2009-08-10,1007.10
2009-08-11,994.35
2009-08-12,1005.81
2009-08-13,1012.73
2009-08-14,1004.09
2009-08-17,979.73
2009-08-18,989.67
2009-08-19,996.46
2009-08-20,1007.37
2009-08-21,1026.13
2009-08-24,1025.57
2009-08-25,1028.00
2009-08-26,1028.12
2009-08-27,1030.98
2009-08-28,1028.93
2009-08-31,1020.62
2009-09-01,998.04
2009-09-02,994.75
2009-09-03,1003.24
2009-09-04,1016.40
2009-09-07,.
2009-09-08,1025.39
2009-09-09,1033.37
2009-09-10,1044.14
2009-09-11,1042.73
2009-09-14,1049.34
2009-09-15,1052.63
2009-09-16,1068.76
2009-09-17,1065.49
2009-09-18,1068.30
2009-09-21,1064.66
2009-09-22,1071.66
2009-09-23,1060.87
2009-09-24,1050.78
2009-09-25,1044.38
2009-09-28,1062.98
2009-09-29,1060.61
2009-09-30,1057.08
2009-10-01,1029.85
2009-10-02,1025.21
2009-10-05,1040.46
2009-10-06,1054.72
2009-10-07,1057.58
2009-10-08,1065.48
2009-10-09,1071.49
2009-10-12,1076.19
2009-10-13,1073.19
2009-10-14,1092.02
2009-10-15,1096.56
2009-10-16,1087.68
2009-10-19,1097.91
2009-10-20,1091.06
2009-10-21,1081.40
2009-10-22,1092.91
2009-10-23,1079.60
2009-10-26,1066.95
2009-10-27,1063.41
2009-10-28,1042.63
2009-10-29,1066.11
2009-10-30,1036.19
2009-11-02,1042.88
2009-11-03,1045.41
2009-11-04,1046.50
2009-11-05,1066.63
2009-11-06,1069.30
2009-11-09,1093.08
2009-11-10,1093.01
2009-11-11,1098.51
2009-11-12,1087.24
2009-11-13,1093.48
2009-11-16,1109.30
2009-11-17,1110.32
2009-11-18,1109.80
2009-11-19,1094.90
2009-11-20,1091.38
2009-11-23,1106.24
2009-11-24,1105.65
2009-11-25,1110.63
2009-11-26,.
2009-11-27,1091.49
2009-11-30,1095.63
2009-12-01,1108.86
2009-12-02,1109.24
2009-12-03,1099.92
2009-12-04,1105.98
2009-12-07,1103.25
2009-12-08,1091.94
2009-12-09,1095.95
2009-12-10,1102.35
2009-12-11,1106.41
2009-12-14,1114.11
2009-12-15,1107.93
2009-12-16,1109.18
2009-12-17,1096.08
2009-12-18,1102.47
2009-12-21,1114.05
2009-12-22,1118.02
2009-12-23,1120.59
2009-12-24,1126.48
2009-12-25,.
2009-12-28,1127.78
2009-12-29,1126.20
2009-12-30,1126.42
2009-12-31,1115.10
2010-01-01,.
2010-01-04,1132.99
2010-01-05,1136.52
2010-01-06,1137.14
2010-01-07,1141.69
2010-01-08,1144.98
2010-01-11,1146.98
2010-01-12,1136.22
2010-01-13,1145.68
2010-01-14,1148.46
2010-01-15,1136.03
2010-01-18,.
2010-01-19,1150.23
2010-01-20,1138.04
2010-01-21,1116.48
2010-01-22,1091.76
2010-01-25,1096.78
2010-01-26,1092.17
2010-01-27,1097.50
2010-01-28,1084.53
2010-01-29,1073.87
2010-02-01,1089.19
2010-02-02,1103.32
2010-02-03,1097.28
2010-02-04,1063.11
2010-02-05,1066.19
2010-02-08,1056.74
2010-02-09,1070.52
2010-02-10,1068.13
2010-02-11,1078.47
2010-02-12,1075.51
2010-02-15,.
2010-02-16,1094.87
2010-02-17,1099.51
2010-02-18,1106.75
2010-02-19,1109.17
2010-02-22,1108.01
2010-02-23,1094.60
2010-02-24,1105.24
2010-02-25,1102.94
2010-02-26,1104.49
2010-03-01,1115.71
2010-03-02,1118.31
2010-03-03,1118.79
2010-03-04,1122.97
2010-03-05,1138.70
2010-03-08,1138.50
2010-03-09,1140.45
2010-03-10,1145.61
2010-03-11,1150.24
2010-03-12,1149.99
2010-03-15,1150.51
2010-03-16,1159.46
2010-03-17,1166.21
2010-03-18,1165.83
2010-03-19,1159.90
2010-03-22,1165.81
2010-03-23,1174.17
2010-03-24,1167.72
2010-03-25,1165.73
2010-03-26,1166.59
2010-03-29,1173.22
2010-03-30,1173.27
2010-03-31,1169.43
2010-04-01,1178.10
2010-04-02,.
2010-04-05,1187.44
2010-04-06,1189.44
2010-04-07,1182.45
2010-04-08,1186.44
2010-04-09,1194.37
2010-04-12,1196.48
2010-04-13,1197.30
2010-04-14,1210.65
2010-04-15,1211.67
2010-04-16,1192.13
2010-04-19,1197.52
2010-04-20,1207.17
2010-04-21,1205.94
2010-04-22,1208.67
2010-04-23,1217.28
2010-04-26,1212.05
2010-04-27,1183.71
2010-04-28,1191.36
2010-04-29,1206.78
2010-04-30,1186.69
2010-05-03,1202.26
2010-05-04,1173.60
2010-05-05,1165.90
2010-05-06,1128.15
2010-05-07,1110.88
2010-05-10,1159.73
2010-05-11,1155.79
2010-05-12,1171.67
2010-05-13,1157.44
2010-05-14,1135.68
2010-05-17,1136.94
2010-05-18,1120.80
2010-05-19,1115.05
2010-05-20,1071.59
2010-05-21,1087.69
2010-05-24,1073.65
2010-05-25,1074.03
2010-05-26,1067.95
2010-05-27,1103.06
2010-05-28,1089.41
2010-05-31,.
2010-06-01,1070.71
2010-06-02,1098.38
2010-06-03,1102.83
2010-06-04,1064.88
2010-06-07,1050.47
2010-06-08,1062.00
2010-06-09,1055.69
2010-06-10,1086.84
2010-06-11,1091.60
2010-06-14,1089.63
2010-06-15,1115.23
2010-06-16,1114.61
2010-06-17,1116.04
2010-06-18,1117.51
2010-06-21,1113.20
2010-06-22,1095.31
2010-06-23,1092.04
2010-06-24,1073.69
2010-06-25,1076.76
2010-06-28,1074.57
2010-06-29,1041.24
2010-06-30,1030.71
2010-07-01,1027.37
2010-07-02,1022.58
2010-07-05,.
2010-07-06,1028.06
2010-07-07,1060.27
2010-07-08,1070.25
2010-07-09,1077.96
2010-07-12,1078.75
2010-07-13,1095.34
2010-07-14,1095.17
2010-07-15,1096.48
2010-07-16,1064.88
2010-07-19,1071.25
2010-07-20,1083.48
2010-07-21,1069.59
2010-07-22,1093.67
2010-07-23,1102.66
2010-07-26,1115.01
2010-07-27,1113.84
2010-07-28,1106.13
2010-07-29,1101.53
2010-07-30,1101.60
2010-08-02,1125.86
2010-08-03,1120.46
2010-08-04,1127.24
2010-08-05,1125.81
2010-08-06,1121.64
2010-08-09,1127.79
2010-08-10,1121.06
2010-08-11,1089.47
2010-08-12,1083.61
2010-08-13,1079.25
2010-08-16,1079.38
2010-08-17,1092.54
2010-08-18,1094.16
2010-08-19,1075.63
2010-08-20,1071.69
2010-08-23,1067.36
2010-08-24,1051.87
2010-08-25,1055.33
2010-08-26,1047.22
2010-08-27,1064.59
2010-08-30,1048.92
2010-08-31,1049.33
2010-09-01,1080.29
2010-09-02,1090.10
2010-09-03,1104.51
2010-09-06,.
2010-09-07,1091.84
2010-09-08,1098.87
2010-09-09,1104.18
2010-09-10,1109.55
2010-09-13,1121.90
2010-09-14,1121.10
2010-09-15,1125.07
2010-09-16,1124.66
2010-09-17,1125.59
2010-09-20,1142.71
2010-09-21,1139.78
2010-09-22,1134.28
2010-09-23,1124.83
2010-09-24,1148.67
2010-09-27,1142.16
2010-09-28,1147.70
2010-09-29,1144.73
2010-09-30,1141.20
2010-10-01,1146.24
2010-10-04,1137.03
2010-10-05,1160.75
2010-10-06,1159.97
2010-10-07,1158.06
2010-10-08,1165.15
2010-10-11,1165.32
2010-10-12,1169.77
2010-10-13,1178.10
2010-10-14,1173.81
2010-10-15,1176.19
2010-10-18,1184.71
2010-10-19,1165.90
2010-10-20,1178.17
2010-10-21,1180.26
2010-10-22,1183.08
2010-10-25,1185.62
2010-10-26,1185.64
2010-10-27,1182.45
2010-10-28,1183.78
2010-10-29,1183.26
2010-11-01,1184.38
2010-11-02,1193.57
2010-11-03,1197.96
2010-11-04,1221.06
2010-11-05,1225.85
2010-11-08,1223.25
2010-11-09,1213.40
2010-11-10,1218.71
2010-11-11,1213.54
2010-11-12,1199.21
2010-11-15,1197.75
2010-11-16,1178.34
2010-11-17,1178.59
2010-11-18,1196.69
2010-11-19,1199.73
2010-11-22,1197.84
2010-11-23,1180.73
2010-11-24,1198.35
2010-11-25,.
2010-11-26,1189.40
2010-11-29,1187.76
2010-11-30,1180.55
2010-12-01,1206.07
2010-12-02,1221.53
2010-12-03,1224.71
2010-12-06,1223.12
2010-12-07,1223.75
2010-12-08,1228.28
2010-12-09,1233.00
2010-12-10,1240.40
2010-12-13,1240.46
2010-12-14,1241.59
2010-12-15,1235.23
2010-12-16,1242.87
2010-12-17,1243.91
2010-12-20,1247.08
2010-12-21,1254.60
2010-12-22,1258.84
2010-12-23,1256.77
2010-12-24,.
2010-12-27,1257.54
2010-12-28,1258.51
2010-12-29,1259.78
2010-12-30,1257.88
2010-12-31,1257.64
2011-01-03,1271.87
2011-01-04,1270.20
2011-01-05,1276.56
2011-01-06,1273.85
2011-01-07,1271.50
2011-01-10,1269.75
2011-01-11,1274.48
2011-01-12,1285.96
2011-01-13,1283.76
2011-01-14,1293.24
2011-01-17,.
2011-01-18,1295.02
2011-01-19,1281.92
2011-01-20,1280.26
2011-01-21,1283.35
2011-01-24,1290.84
2011-01-25,1291.18
2011-01-26,1296.63
2011-01-27,1299.54
2011-01-28,1276.34
2011-01-31,1286.12
2011-02-01,1307.59
2011-02-02,1304.03
2011-02-03,1307.10
2011-02-04,1310.87
2011-02-07,1319.05
2011-02-08,1324.57
2011-02-09,1320.88
2011-02-10,1321.87
2011-02-11,1329.15
2011-02-14,1332.32
2011-02-15,1328.01
2011-02-16,1336.32
2011-02-17,1340.43
2011-02-18,1343.01
2011-02-21,.
2011-02-22,1315.44
2011-02-23,1307.40
2011-02-24,1306.10
2011-02-25,1319.88
2011-02-28,1327.22
2011-03-01,1306.33
2011-03-02,1308.44
2011-03-03,1330.97
2011-03-04,1321.15
2011-03-07,1310.13
2011-03-08,1321.82
2011-03-09,1320.02
2011-03-10,1295.11
2011-03-11,1304.28
2011-03-14,1296.39
2011-03-15,1281.87
2011-03-16,1256.88
2011-03-17,1273.72
2011-03-18,1279.20
2011-03-21,1298.38
2011-03-22,1293.77
2011-03-23,1297.54
2011-03-24,1309.66
2011-03-25,1313.80
2011-03-28,1310.19
2011-03-29,1319.44
2011-03-30,1328.26
2011-03-31,1325.83
2011-04-01,1332.41
2011-04-04,1332.87
2011-04-05,1332.63
2011-04-06,1335.54
2011-04-07,1333.51
2011-04-08,1328.17
2011-04-11,1324.46
2011-04-12,1314.16
2011-04-13,1314.41
2011-04-14,1314.52
2011-04-15,1319.68
2011-04-18,1305.14
2011-04-19,1312.62
2011-04-20,1330.36
2011-04-21,1337.38
2011-04-22,.
2011-04-25,1335.25
2011-04-26,1347.24
2011-04-27,1355.66
2011-04-28,1360.48
2011-04-29,1363.61
2011-05-02,1361.22
2011-05-03,1356.62
2011-05-04,1347.32
2011-05-05,1335.10
2011-05-06,1340.20
2011-05-09,1346.29
2011-05-10,1357.16
2011-05-11,1342.08
2011-05-12,1348.65
2011-05-13,1337.77
2011-05-16,1329.47
2011-05-17,1328.98
2011-05-18,1340.68
2011-05-19,1343.60
2011-05-20,1333.27
2011-05-23,1317.37
2011-05-24,1316.28
2011-05-25,1320.47
2011-05-26,1325.69
2011-05-27,1331.10
2011-05-30,.
2011-05-31,1345.20
2011-06-01,1314.55
2011-06-02,1312.94
2011-06-03,1300.16
2011-06-06,1286.17
2011-06-07,1284.94
2011-06-08,1279.56
2011-06-09,1289.00
2011-06-10,1270.98
2011-06-13,1271.83
2011-06-14,1287.87
2011-06-15,1265.42
2011-06-16,1267.64
2011-06-17,1271.50
2011-06-20,1278.36
2011-06-21,1295.52
2011-06-22,1287.14
2011-06-23,1283.50
2011-06-24,1268.45
2011-06-27,1280.10
2011-06-28,1296.67
2011-06-29,1307.41
2011-06-30,1320.64
2011-07-01,1339.67
2011-07-04,.
2011-07-05,1337.88
2011-07-06,1339.22
2011-07-07,1353.22
2011-07-08,1343.80
2011-07-11,1319.49
2011-07-12,1313.64
2011-07-13,1317.72
2011-07-14,1308.87
2011-07-15,1316.14
2011-07-18,1305.44
2011-07-19,1326.73
2011-07-20,1325.84
2011-07-21,1343.80
2011-07-22,1345.02
2011-07-25,1337.43
2011-07-26,1331.94
2011-07-27,1304.89
2011-07-28,1300.67
2011-07-29,1292.28
2011-08-01,1286.94
2011-08-02,1254.05
2011-08-03,1260.34
2011-08-04,1200.07
2011-08-05,1199.38
2011-08-08,1119.46
2011-08-09,1172.53
2011-08-10,1120.76
2011-08-11,1172.64
2011-08-12,1178.81
2011-08-15,1204.49
2011-08-16,1192.76
2011-08-17,1193.89
2011-08-18,1140.65
2011-08-19,1123.53
2011-08-22,1123.82
2011-08-23,1162.35
2011-08-24,1177.60
2011-08-25,1159.27
2011-08-26,1176.80
2011-08-29,1210.08
2011-08-30,1212.92
2011-08-31,1218.89
2011-09-01,1204.42
2011-09-02,1173.97
2011-09-05,.
2011-09-06,1165.24
2011-09-07,1198.62
2011-09-08,1185.90
2011-09-09,1154.23
2011-09-12,1162.27
2011-09-13,1172.87
2011-09-14,1188.68
2011-09-15,1209.11
2011-09-16,1216.01
2011-09-19,1204.09
2011-09-20,1202.09
2011-09-21,1166.76
2011-09-22,1129.56
2011-09-23,1136.43
2011-09-26,1162.95
2011-09-27,1175.38
2011-09-28,1151.06
2011-09-29,1160.40
2011-09-30,1131.42
2011-10-03,1099.23
2011-10-04,1123.95
2011-10-05,1144.03
2011-10-06,1164.97
2011-10-07,1155.46
2011-10-10,1194.89
2011-10-11,1195.54
2011-10-12,1207.25
2011-10-13,1203.66
2011-10-14,1224.58
2011-10-17,1200.86
2011-10-18,1225.38
2011-10-19,1209.88
2011-10-20,1215.39
2011-10-21,1238.25
2011-10-24,1254.19
2011-10-25,1229.05
2011-10-26,1242.00
2011-10-27,1284.59
2011-10-28,1285.09
2011-10-31,1253.30
2011-11-01,1218.28
2011-11-02,1237.90
2011-11-03,1261.15
2011-11-04,1253.23
2011-11-07,1261.12
2011-11-08,1275.92
2011-11-09,1229.10
2011-11-10,1239.69
2011-11-11,1263.85
2011-11-14,1251.78
2011-11-15,1257.81
2011-11-16,1236.91
2011-11-17,1216.13
2011-11-18,1215.65
2011-11-21,1192.98
2011-11-22,1188.04
2011-11-23,1161.79
2011-11-24,.
2011-11-25,1158.67
